target_term,entity_id,check
berber,Q736456,TRUE
berber,Q7598268,TRUE
berber,Q766437,TRUE
berber,Q8064768,TRUE
berber,Q8297770,TRUE
berber,Q86309563,TRUE
berber,Q9001775,TRUE
berber,Q93693589,TRUE
berber,Q9435323,TRUE
berber,Q109881454,TRUE
berber,Q13259617,TRUE
berber,Q15258251,TRUE
berber,Q18640885,TRUE
berber,Q25028950,TRUE
berber,Q25028953,TRUE
berber,Q25028955,TRUE
berber,Q25028956,TRUE
berber,Q25168807,TRUE
berber,Q27480352,FALSE
berber,Q3538942,TRUE
berber,Q55919953,TRUE
berber,Q55940729,TRUE
berber,Q55943671,TRUE
berber,Q8297766,TRUE
berber,Q8474110,TRUE
berber,Q8756173,TRUE
black,Q162881,TRUE
black,Q18468944,FALSE
black,Q1922956,FALSE
black,Q42775,FALSE
black,Q1324541,FALSE
black,Q209703,FALSE
black,Q66669303,FALSE
black,Q86735,TRUE
black,Q19888373,FALSE
black,Q4355033,FALSE
black,Q508292,TRUE
black,Q559524,FALSE
black,Q5585891,FALSE
black,Q1002108,TRUE
black,Q20540807,FALSE
black,Q2908396,TRUE
black,Q7167845,FALSE
black,Q7564928,FALSE
black,Q506242,FALSE
black,Q2337562,FALSE
black,Q29655399,FALSE
black,Q30057552,FALSE
black,Q53440624,FALSE
black,Q64331377,FALSE
black,Q4921824,FALSE
black,Q104551566,FALSE
black,Q43391180,FALSE
black,Q15968196,FALSE
black,Q19818839,FALSE
black,Q3490770,FALSE
black,Q5040860,FALSE
black,Q967814,FALSE
black,Q106085531,TRUE
black,Q2127345,FALSE
black,Q4922748,FALSE
black,Q3264431,TRUE
black,Q75599862,FALSE
black,Q2627116,FALSE
black,Q4159363,FALSE
black,Q4931842,FALSE
black,Q61745773,FALSE
black,Q86668136,TRUE
black,Q103838633,FALSE
black,Q106376102,FALSE
black,Q24282630,FALSE
black,Q96649416,TRUE
black,Q7628296,FALSE
black,Q107510717,FALSE
black,Q110287089,FALSE
black,Q195895,FALSE
bombay,Q106868535,TRUE
bombay,Q1661242,TRUE
bombay,Q17151732,TRUE
bombay,Q2909651,TRUE
bombay,Q3026024,TRUE
bombay,Q3210038,TRUE
bombay,Q4058307,TRUE
bombay,Q5184963,TRUE
bombay,Q638398,TRUE
bombay,Q646414,TRUE
bombay,Q100249793,TRUE
bombay,Q106205108,TRUE
bombay,Q106240097,TRUE
bombay,Q106522466,TRUE
bombay,Q106629811,FALSE
bombay,Q107055712,TRUE
bombay,Q107058892,TRUE
bombay,Q107058961,TRUE
bombay,Q107315608,TRUE
bombay,Q20058465,TRUE
bombay,Q3813532,FALSE
bombay,Q42421002,FALSE
bombay,Q47165115,TRUE
bombay,Q4940549,TRUE
bombay,Q5061356,TRUE
bombay,Q51428125,TRUE
bombay,Q61839985,TRUE
bombay,Q66325389,TRUE
bombay,Q67473316,TRUE
bombay,Q73756335,TRUE
bombay,Q866033,TRUE
bombay,Q89710297,TRUE
bombay,Q92296009,TRUE
bombay,Q99402744,TRUE
bombay,Q105773681,TRUE
bombay,Q106223916,TRUE
bombay,Q106418651,TRUE
bombay,Q106433693,TRUE
bombay,Q107055708,TRUE
bombay,Q107055713,TRUE
bombay,Q107055858,TRUE
bombay,Q16844207,TRUE
bombay,Q19159390,TRUE
bombay,Q26791393,TRUE
bombay,Q30731568,TRUE
bombay,Q51434405,TRUE
bombay,Q51484564,TRUE
bombay,Q5775339,TRUE
bombay,Q67466201,TRUE
bombay,Q74156698,TRUE
burma,Q1108098,TRUE
burma,Q1275861,TRUE
burma,Q17303255,TRUE
burma,Q2376315,TRUE
burma,Q519718,TRUE
burma,Q56482,TRUE
burma,Q6428897,TRUE
burma,Q7830262,TRUE
burma,Q852088,TRUE
burma,Q877127,TRUE
burma,Q1143462,TRUE
burma,Q15266926,TRUE
burma,Q18108977,TRUE
burma,Q1937196,TRUE
burma,Q41636,TRUE
burma,Q4999378,TRUE
burma,Q6863874,TRUE
burma,Q8169794,TRUE
burma,Q13077616,TRUE
burma,Q1365392,TRUE
burma,Q15949025,TRUE
burma,Q16966012,TRUE
burma,Q2973142,TRUE
burma,Q4694017,TRUE
burma,Q100546394,TRUE
burma,Q105469002,TRUE
burma,Q18164160,TRUE
burma,Q19707382,TRUE
burma,Q8317372,TRUE
burma,Q8517714,TRUE
burma,Q9496026,TRUE
burma,Q100536769,TRUE
burma,Q100583154,TRUE
burma,Q100584854,TRUE
burma,Q100585984,TRUE
burma,Q4307623,TRUE
burma,Q57833913,TRUE
burma,Q6930629,TRUE
burma,Q7015328,TRUE
burma,Q100544963,TRUE
burma,Q100554568,TRUE
burma,Q1155465,TRUE
burma,Q3446298,TRUE
burma,Q17065642,TRUE
burma,Q27940411,TRUE
burma,Q7262179,TRUE
burma,Q10171793,TRUE
burma,Q17069492,TRUE
burma,Q9527283,TRUE
burma,Q66303211,TRUE
calcutta,Q100257658,TRUE
calcutta,Q106609328,TRUE
calcutta,Q107872779,TRUE
calcutta,Q107872801,TRUE
calcutta,Q2088496,TRUE
calcutta,Q28179440,TRUE
calcutta,Q30262932,TRUE
calcutta,Q30263061,TRUE
calcutta,Q3348171,TRUE
calcutta,Q3348315,TRUE
calcutta,Q3350560,TRUE
calcutta,Q4673528,TRUE
calcutta,Q57832545,TRUE
calcutta,Q58954708,TRUE
calcutta,Q61454727,TRUE
calcutta,Q6463753,TRUE
calcutta,Q99526043,TRUE
calcutta,Q995939,TRUE
calcutta,Q107872811,TRUE
calcutta,Q107872841,TRUE
calcutta,Q107872891,TRUE
calcutta,Q107872897,TRUE
calcutta,Q2997295,TRUE
calcutta,Q30262927,TRUE
calcutta,Q5018955,TRUE
calcutta,Q51403677,TRUE
calcutta,Q56275817,TRUE
calcutta,Q57891821,TRUE
calcutta,Q58232920,TRUE
calcutta,Q6802836,TRUE
calcutta,Q7589127,TRUE
calcutta,Q7720952,TRUE
calcutta,Q18379789,TRUE
calcutta,Q20894569,TRUE
calcutta,Q2576004,TRUE
calcutta,Q51405427,TRUE
calcutta,Q51415385,TRUE
calcutta,Q51454473,TRUE
calcutta,Q51513844,TRUE
calcutta,Q66330390,TRUE
calcutta,Q66773377,TRUE
calcutta,Q67707116,TRUE
calcutta,Q67707122,TRUE
calcutta,Q7237578,TRUE
calcutta,Q5018914,FALSE
calcutta,Q51403074,TRUE
calcutta,Q51416687,TRUE
calcutta,Q67682077,TRUE
calcutta,Q67709037,TRUE
calcutta,Q97254596,TRUE
colored,Q105738494,TRUE
colored,Q107529871,TRUE
colored,Q11711948,FALSE
colored,Q175166,FALSE
colored,Q1783255,FALSE
colored,Q19588,FALSE
colored,Q2305997,FALSE
colored,Q2674257,FALSE
colored,Q4916140,FALSE
colored,Q4944514,TRUE
colored,Q495857,FALSE
colored,Q502044,TRUE
colored,Q5307056,FALSE
colored,Q54800944,FALSE
colored,Q61449164,TRUE
colored,Q63226341,FALSE
colored,Q67200942,FALSE
colored,Q6970589,TRUE
colored,Q819264,FALSE
colored,Q39059324,TRUE
colored,Q5456937,FALSE
colored,Q14712172,TRUE
colored,Q2817824,TRUE
colored,Q8230758,FALSE
colored,Q102968458,FALSE
colored,Q107816251,TRUE
colored,Q107934459,TRUE
colored,Q98228822,TRUE
colored,Q107712114,TRUE
colored,Q107864456,TRUE
colored,Q107935502,TRUE
colored,Q107963533,TRUE
colored,Q17020416,TRUE
colored,Q19068042,TRUE
colored,Q107752962,TRUE
colored,Q30639238,TRUE
colored,Q107806057,TRUE
colored,Q6952108,TRUE
colored,Q107691929,TRUE
colored,Q107775417,TRUE
colored,Q5666180,TRUE
colored,Q67522603,TRUE
colored,Q108022539,TRUE
colored,Q5452762,TRUE
colored,Q575449,FALSE
colored,Q107934458,TRUE
colored,Q107661140,TRUE
colored,Q107728743,TRUE
colored,Q107962832,TRUE
colored,Q107875422,TRUE
descent,Q108714663,FALSE
descent,Q11334570,TRUE
descent,Q1165434,TRUE
descent,Q16039034,TRUE
descent,Q183905,TRUE
descent,Q19671714,TRUE
descent,Q211503,TRUE
descent,Q2574155,TRUE
descent,Q332985,TRUE
descent,Q333018,TRUE
descent,Q388467,TRUE
descent,Q51381522,TRUE
descent,Q51463006,TRUE
descent,Q51463010,TRUE
descent,Q56689790,TRUE
descent,Q6520267,TRUE
descent,Q89659343,TRUE
descent,Q925034,TRUE
descent,Q97455577,TRUE
descent,Q101208179,TRUE
descent,Q104985914,TRUE
descent,Q105008833,TRUE
descent,Q109944819,TRUE
descent,Q3277425,TRUE
descent,Q51381320,TRUE
descent,Q51463004,TRUE
descent,Q51463008,TRUE
descent,Q18192282,TRUE
descent,Q19906241,FALSE
descent,Q5030926,TRUE
descent,Q7409949,TRUE
descent,Q98640166,TRUE
descent,Q2905804,TRUE
descent,Q51423391,TRUE
descent,Q7375058,TRUE
descent,Q105008573,TRUE
descent,Q106438176,TRUE
descent,Q106589201,TRUE
descent,Q11325848,TRUE
descent,Q5433401,TRUE
descent,Q6496626,TRUE
descent,Q84582564,TRUE
descent,Q56457535,FALSE
descent,Q8756199,TRUE
descent,Q106136835,TRUE
descent,Q27972830,TRUE
descent,Q16237422,TRUE
descent,Q7782428,TRUE
descent,Q59168851,TRUE
descent,Q109284099,TRUE
disabled,Q100143872,TRUE
disabled,Q100163373,TRUE
disabled,Q100248992,TRUE
disabled,Q100480484,TRUE
disabled,Q100480489,TRUE
disabled,Q100556873,TRUE
disabled,Q100557430,TRUE
disabled,Q100561161,TRUE
disabled,Q100567392,TRUE
disabled,Q100570539,TRUE
disabled,Q100578764,TRUE
disabled,Q100585672,TRUE
disabled,Q109674447,TRUE
disabled,Q16649002,TRUE
disabled,Q3155127,TRUE
disabled,Q332050,FALSE
disabled,Q56750516,TRUE
disabled,Q99683639,TRUE
disabled,Q99688407,TRUE
disabled,Q99826388,TRUE
disabled,Q99909691,TRUE
disabled,Q99920075,TRUE
disabled,Q99979768,TRUE
disabled,Q99985755,TRUE
disabled,Q99991688,TRUE
disabled,Q99992799,TRUE
disabled,Q99994286,TRUE
disabled,Q99994289,TRUE
disabled,Q99994335,TRUE
disabled,Q99995901,TRUE
disabled,Q99996625,TRUE
disabled,Q100033482,TRUE
disabled,Q100142824,TRUE
disabled,Q105766286,TRUE
disabled,Q107370327,TRUE
disabled,Q17125383,TRUE
disabled,Q24963472,TRUE
disabled,Q5176271,TRUE
disabled,Q56827887,TRUE
disabled,Q64802380,TRUE
disabled,Q7094578,TRUE
disabled,Q96373992,TRUE
disabled,Q99905334,TRUE
disabled,Q99997917,TRUE
disabled,Q100097228,TRUE
disabled,Q100164491,TRUE
disabled,Q104763212,TRUE
disabled,Q104901123,TRUE
disabled,Q106970202,TRUE
disabled,Q30265030,TRUE
dwarfism,Q1283054,TRUE
dwarfism,Q1475743,TRUE
dwarfism,Q16550087,TRUE
dwarfism,Q17122800,TRUE
dwarfism,Q18553752,TRUE
dwarfism,Q18553753,TRUE
dwarfism,Q2142496,TRUE
dwarfism,Q2348105,TRUE
dwarfism,Q2964438,TRUE
dwarfism,Q302128,TRUE
dwarfism,Q32136630,TRUE
dwarfism,Q340594,TRUE
dwarfism,Q51097746,TRUE
dwarfism,Q55762664,TRUE
dwarfism,Q55998488,TRUE
dwarfism,Q574741,TRUE
dwarfism,Q669822,TRUE
dwarfism,Q6839323,TRUE
dwarfism,Q102295445,TRUE
dwarfism,Q28065571,TRUE
dwarfism,Q32136641,TRUE
dwarfism,Q32136664,TRUE
dwarfism,Q55781626,TRUE
dwarfism,Q7202845,TRUE
dwarfism,Q55781841,TRUE
dwarfism,Q55790184,TRUE
dwarfism,Q55790186,TRUE
dwarfism,Q55790187,TRUE
dwarfism,Q55790201,TRUE
dwarfism,Q56014168,TRUE
dwarfism,Q6523462,TRUE
dwarfism,Q7136039,TRUE
dwarfism,Q7617360,TRUE
dwarfism,Q19758047,TRUE
dwarfism,Q55780514,TRUE
dwarfism,Q55781832,TRUE
dwarfism,Q55782194,TRUE
dwarfism,Q55782336,TRUE
dwarfism,Q55783996,TRUE
dwarfism,Q55788319,TRUE
dwarfism,Q55789834,TRUE
dwarfism,Q4734606,TRUE
dwarfism,Q55782157,TRUE
dwarfism,Q55782870,TRUE
dwarfism,Q55783096,TRUE
dwarfism,Q55784484,TRUE
dwarfism,Q55782327,TRUE
dwarfism,Q55788644,TRUE
dwarfism,Q430387,TRUE
dwarfism,Q55786758,TRUE
enslaved,Q12773225,TRUE
enslaved,Q2024192,TRUE
enslaved,Q22893595,TRUE
enslaved,Q28792792,TRUE
enslaved,Q2986234,TRUE
enslaved,Q5368985,TRUE
enslaved,Q5500267,TRUE
enslaved,Q5500839,TRUE
enslaved,Q6135835,TRUE
enslaved,Q81936755,TRUE
enslaved,Q96637373,TRUE
enslaved,Q104626330,TRUE
enslaved,Q233288,TRUE
enslaved,Q3682195,TRUE
enslaved,Q4413239,TRUE
enslaved,Q5172105,TRUE
enslaved,Q7496187,TRUE
enslaved,Q76000861,TRUE
enslaved,Q77347897,TRUE
enslaved,Q96465237,TRUE
enslaved,Q96639943,TRUE
enslaved,Q97455699,TRUE
enslaved,Q108377790,TRUE
enslaved,Q108856008,TRUE
enslaved,Q13567255,TRUE
enslaved,Q28028174,TRUE
enslaved,Q4816822,TRUE
enslaved,Q5499850,TRUE
enslaved,Q70291909,TRUE
enslaved,Q77408957,TRUE
enslaved,Q105245838,TRUE
enslaved,Q105748944,TRUE
enslaved,Q106417985,TRUE
enslaved,Q107439721,TRUE
enslaved,Q109681626,TRUE
enslaved,Q12104953,TRUE
enslaved,Q18378595,TRUE
enslaved,Q19902298,TRUE
enslaved,Q3071603,TRUE
enslaved,Q3686437,TRUE
enslaved,Q4936684,TRUE
enslaved,Q5380027,TRUE
enslaved,Q5500837,TRUE
enslaved,Q5500983,TRUE
enslaved,Q75971203,TRUE
enslaved,Q7789713,TRUE
enslaved,Q86009045,TRUE
enslaved,Q98529425,TRUE
enslaved,Q106519473,TRUE
enslaved,Q107102400,TRUE
eskimo,Q102315943,TRUE
eskimo,Q107170524,TRUE
eskimo,Q110043740,FALSE
eskimo,Q131242,TRUE
eskimo,Q1367820,FALSE
eskimo,Q1499994,TRUE
eskimo,Q20736,TRUE
eskimo,Q21550920,TRUE
eskimo,Q22423264,TRUE
eskimo,Q22423304,TRUE
eskimo,Q22423367,TRUE
eskimo,Q22605161,TRUE
eskimo,Q2268108,TRUE
eskimo,Q25355,TRUE
eskimo,Q2659059,TRUE
eskimo,Q26838191,TRUE
eskimo,Q2841841,TRUE
eskimo,Q29040,TRUE
eskimo,Q33083143,TRUE
eskimo,Q3702539,TRUE
eskimo,Q3906610,TRUE
eskimo,Q3952510,TRUE
eskimo,Q4045817,TRUE
eskimo,Q4927438,TRUE
eskimo,Q49906718,TRUE
eskimo,Q51426862,TRUE
eskimo,Q51426980,TRUE
eskimo,Q51431211,TRUE
eskimo,Q51450654,TRUE
eskimo,Q51450655,TRUE
eskimo,Q603749,TRUE
eskimo,Q641154,TRUE
eskimo,Q65569063,TRUE
eskimo,Q65624561,FALSE
eskimo,Q66219906,TRUE
eskimo,Q66330780,TRUE
eskimo,Q666758,TRUE
eskimo,Q7300080,TRUE
eskimo,Q7852828,TRUE
eskimo,Q830891,TRUE
eskimo,Q110519384,TRUE
eskimo,Q12310624,TRUE
eskimo,Q51438783,TRUE
eskimo,Q51440055,TRUE
eskimo,Q51473727,TRUE
eskimo,Q51512437,TRUE
eskimo,Q51521215,TRUE
eskimo,Q58859077,TRUE
eskimo,Q65951655,TRUE
eskimo,Q67082366,TRUE
ethnicity,Q106537557,TRUE
ethnicity,Q108436459,TRUE
ethnicity,Q1150312,TRUE
ethnicity,Q141817,TRUE
ethnicity,Q41710,TRUE
ethnicity,Q4533081,TRUE
ethnicity,Q492468,TRUE
ethnicity,Q5404323,TRUE
ethnicity,Q67197591,TRUE
ethnicity,Q79117951,TRUE
ethnicity,Q67200518,TRUE
ethnicity,Q89668650,TRUE
ethnicity,Q106727146,TRUE
ethnicity,Q5030929,TRUE
ethnicity,Q89669411,TRUE
ethnicity,Q97487784,TRUE
ethnicity,Q15305025,TRUE
ethnicity,Q4533017,TRUE
ethnicity,Q48733635,TRUE
ethnicity,Q67202271,TRUE
ethnicity,Q6822251,TRUE
ethnicity,Q579104,TRUE
ethnicity,Q96389870,TRUE
ethnicity,Q5101084,TRUE
ethnicity,Q105395491,TRUE
ethnicity,Q57620559,TRUE
ethnicity,Q59574463,TRUE
ethnicity,Q70603880,TRUE
ethnicity,Q7278938,TRUE
ethnicity,Q7604529,TRUE
ethnicity,Q110050893,TRUE
ethnicity,Q28237296,TRUE
ethnicity,Q67202241,TRUE
ethnicity,Q6901566,TRUE
ethnicity,Q109618143,TRUE
ethnicity,Q57828861,TRUE
ethnicity,Q59583148,TRUE
ethnicity,Q59583433,TRUE
ethnicity,Q85613573,TRUE
ethnicity,Q13279820,TRUE
ethnicity,Q28785810,TRUE
ethnicity,Q99543173,TRUE
ethnicity,Q56646728,TRUE
ethnicity,Q5167670,TRUE
ethnicity,Q60025023,TRUE
ethnicity,Q20594018,TRUE
ethnicity,Q59128901,TRUE
ethnicity,Q25350794,TRUE
ethnicity,Q59581366,TRUE
ethnicity,Q85314299,TRUE
gay,Q1286736,TRUE
gay,Q17625913,TRUE
gay,Q1862618,TRUE
gay,Q19509201,TRUE
gay,Q4612907,TRUE
gay,Q664194,TRUE
gay,Q698297,TRUE
gay,Q129761,TRUE
gay,Q1809145,TRUE
gay,Q5629930,TRUE
gay,Q16154286,TRUE
gay,Q1626293,TRUE
gay,Q3882309,TRUE
gay,Q4607252,TRUE
gay,Q5528619,TRUE
gay,Q653757,TRUE
gay,Q98605818,TRUE
gay,Q1289522,TRUE
gay,Q1348938,TRUE
gay,Q7239065,TRUE
gay,Q7414058,TRUE
gay,Q846389,TRUE
gay,Q1626370,TRUE
gay,Q4606475,TRUE
gay,Q5528881,TRUE
gay,Q96632031,TRUE
gay,Q20631348,TRUE
gay,Q7195990,TRUE
gay,Q110443234,TRUE
gay,Q1564711,TRUE
gay,Q202256,TRUE
gay,Q3707361,TRUE
gay,Q641743,TRUE
gay,Q105871277,TRUE
gay,Q6458049,TRUE
gay,Q92953145,TRUE
gay,Q109745085,TRUE
gay,Q29098195,TRUE
gay,Q108570304,TRUE
gay,Q109482678,TRUE
gay,Q110059880,TRUE
gay,Q19106383,FALSE
gay,Q31841217,TRUE
gay,Q61717962,TRUE
gay,Q107487727,TRUE
gay,Q18209649,TRUE
gay,Q3249062,TRUE
gay,Q30675128,TRUE
gay,Q108737944,TRUE
gay,Q17010038,TRUE
gypsy,Q15469849,FALSE
gypsy,Q199387,TRUE
gypsy,Q2372232,FALSE
gypsy,Q2965995,TRUE
gypsy,Q3780185,FALSE
gypsy,Q3819068,FALSE
gypsy,Q40586,FALSE
gypsy,Q474310,TRUE
gypsy,Q48800884,FALSE
gypsy,Q51521732,TRUE
gypsy,Q528412,TRUE
gypsy,Q55201125,FALSE
gypsy,Q5625314,FALSE
gypsy,Q5625369,FALSE
gypsy,Q63529399,FALSE
gypsy,Q70692126,TRUE
gypsy,Q76542083,TRUE
gypsy,Q77187976,TRUE
gypsy,Q7738585,FALSE
gypsy,Q8060,TRUE
gypsy,Q83875293,FALSE
gypsy,Q8571143,TRUE
gypsy,Q105395324,TRUE
gypsy,Q105395491,TRUE
gypsy,Q107271486,FALSE
gypsy,Q108431820,FALSE
gypsy,Q109524730,TRUE
gypsy,Q1163114,FALSE
gypsy,Q16994657,FALSE
gypsy,Q18640459,FALSE
gypsy,Q199396,TRUE
gypsy,Q2249759,FALSE
gypsy,Q26642562,FALSE
gypsy,Q311513,TRUE
gypsy,Q3539387,FALSE
gypsy,Q4657224,FALSE
gypsy,Q49640043,FALSE
gypsy,Q49807959,FALSE
gypsy,Q5625351,FALSE
gypsy,Q77127141,TRUE
gypsy,Q77196059,TRUE
gypsy,Q7738580,FALSE
gypsy,Q7738587,FALSE
gypsy,Q8599581,FALSE
gypsy,Q9371982,FALSE
gypsy,Q17631982,FALSE
gypsy,Q7759277,FALSE
gypsy,Q7759884,FALSE
gypsy,Q7774450,FALSE
gypsy,Q78543567,FALSE
half-breed,Q109320707,TRUE
half-breed,Q1359302,FALSE
half-breed,Q15061922,FALSE
half-breed,Q15865709,FALSE
half-breed,Q16524456,FALSE
half-breed,Q17144151,FALSE
half-breed,Q17558581,FALSE
half-breed,Q20540337,FALSE
half-breed,Q21184933,FALSE
half-breed,Q262457,TRUE
half-breed,Q28094654,FALSE
half-breed,Q3024207,FALSE
half-breed,Q49497182,FALSE
half-breed,Q49808317,FALSE
half-breed,Q5641557,FALSE
half-breed,Q5641558,FALSE
half-breed,Q5641562,FALSE
half-breed,Q59929588,TRUE
half-breed,Q59933937,TRUE
half-breed,Q59935215,TRUE
half-breed,Q59935943,TRUE
half-breed,Q59935951,TRUE
half-breed,Q59935953,TRUE
half-breed,Q59935954,TRUE
half-breed,Q59937578,TRUE
half-breed,Q59937579,TRUE
half-breed,Q59937628,TRUE
half-breed,Q64400362,TRUE
half-breed,Q64400587,TRUE
half-breed,Q64402288,TRUE
half-breed,Q64402291,TRUE
half-breed,Q64402293,TRUE
half-breed,Q64402294,TRUE
half-breed,Q64402298,TRUE
half-breed,Q64402300,TRUE
half-breed,Q64402302,TRUE
half-breed,Q64402305,TRUE
half-breed,Q66148821,TRUE
half-breed,Q66151028,TRUE
half-breed,Q66153084,TRUE
half-breed,Q66196096,TRUE
half-breed,Q66205641,TRUE
half-breed,Q66206815,TRUE
half-breed,Q66263824,TRUE
half-breed,Q66268649,TRUE
half-breed,Q66268758,TRUE
half-breed,Q6990906,FALSE
half-breed,Q7738643,FALSE
half-breed,Q79312372,FALSE
half-breed,Q85807388,FALSE
handicap,Q104989528,TRUE
handicap,Q1192251,TRUE
handicap,Q16649002,TRUE
handicap,Q20860129,TRUE
handicap,Q24534645,TRUE
handicap,Q2724353,TRUE
handicap,Q6510925,TRUE
handicap,Q65209264,TRUE
handicap,Q67536386,TRUE
handicap,Q6974123,TRUE
handicap,Q69948768,TRUE
handicap,Q75640622,TRUE
handicap,Q75763159,TRUE
handicap,Q75763162,TRUE
handicap,Q75763163,TRUE
handicap,Q75763812,TRUE
handicap,Q75763926,TRUE
handicap,Q76547581,TRUE
handicap,Q76547894,TRUE
handicap,Q76547896,TRUE
handicap,Q76547898,TRUE
handicap,Q76548829,TRUE
handicap,Q76652377,TRUE
handicap,Q76652547,TRUE
handicap,Q76653730,TRUE
handicap,Q76745199,TRUE
handicap,Q76745201,TRUE
